latitude,longitude
-45.87876,170.502798
-43.532054,172.636225
-43.532054,172.636225
-43.249302,-65.307635
-42.881903,147.323814
-41.28646,174.776236
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-40.900557,174.885971
-38.416097,-63.616672
-38.416097,-63.616672
-38.023592,144.407866
-38.005477,-57.542611
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-37.814107,144.96328
-36.84846,174.763332
-36.84846,174.763332
-35.675147,-71.542969
-35.675147,-71.542969
-35.675147,-71.542969
-35.675147,-71.542969
-35.675147,-71.542969
-35.282,149.128684
-35.282,149.128684
-35.282,149.128684
-35.282,149.128684
-35.282,149.128684
-34.928621,138.599959
-34.928621,138.599959
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.901113,-56.164531
-34.632535,-58.522263
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.603684,-58.381559
-34.563418,-58.480208
-33.924868,18.424055
-33.924868,18.424055
-33.924868,18.424055
-33.924868,18.424055
-33.924868,18.424055
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.867487,151.20699
-33.864174,151.205287
-33.864174,151.205287
-33.44889,-70.669265
-33.44889,-70.669265
-33.44889,-70.669265
-33.44889,-70.669265
-33.047238,-71.612688
-32.926696,151.778892
-32.926696,151.778892
-32.926696,151.778892
-31.953513,115.857047
-30.559482,22.937506
-30.559482,22.937506
-30.034647,-51.217658
-29.609988,28.233608
-28.01726,153.425699
-28.01726,153.425699
-28.01726,153.425699
-28.01726,153.425699
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.471011,153.023449
-27.242339,-50.218856
-27.216093,-49.643502
-26.204103,28.047305
-26.204103,28.047305
-26.056399,28.024464
-25.428954,-49.267137
-25.428954,-49.267137
-25.428954,-49.267137
-25.428954,-49.267137
-25.428954,-49.267137
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-25.274398,133.775136
-23.55052,-46.633309
-23.55052,-46.633309
-23.55052,-46.633309
-23.55052,-46.633309
-23.543179,-46.629185
-23.543179,-46.629185
-23.45425,-46.533793
-23.442503,-58.443832
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.906847,-43.172896
-22.436217,-46.822879
-19.916681,-43.934493
-19.916681,-43.934493
-19.916681,-43.934493
-19.916681,-43.934493
-19.916681,-43.934493
-19.916681,-43.934493
-19.916681,-43.934493
-19.916681,-43.934493
-18.512178,-44.555031
-18.512178,-44.555031
-18.138248,-49.040891
-17.413977,-66.165322
-16.728641,-43.858214
-16.409047,-71.537451
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-14.235004,-51.92528
-12.046374,-77.042793
-12.046374,-77.042793
-10.947247,-37.073082
-8.576995,116.100489
-8.576995,116.100489
-8.576995,116.100489
-8.576995,116.100489
-8.576995,116.100489
-7.257472,112.752088
-6.917464,107.619123
-6.208763,106.845599
-6.208763,106.845599
-6.208763,106.845599
-6.208763,106.845599
-4.038333,21.758664
-4.038333,21.758664
-3.731862,-38.52667
-3.119027,-60.021731
-3.119027,-60.021731
-1.292066,36.821946
-0.789275,113.921327
-0.789275,113.921327
-0.789275,113.921327
-0.789275,113.921327
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.352083,103.819836
1.977247,73.536103
3.139003,101.686855
3.139003,101.686855
3.139003,101.686855
3.139003,101.686855
3.139003,101.686855
3.139003,101.686855
3.139003,101.686855
3.139003,101.686855
3.800889,-76.641271
3.800889,-76.641271
4.210484,101.975766
4.210484,101.975766
4.570868,-74.297333
4.570868,-74.297333
4.570868,-74.297333
4.710989,-74.072092
4.710989,-74.072092
5.414921,100.329761
5.603717,-0.186964
5.603717,-0.186964
5.603717,-0.186964
6.42375,-66.58973
6.42375,-66.58973
6.67773,-1.573659
6.755734,-73.102305
6.876992,31.306979
6.876992,31.306979
6.876992,31.306979
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
6.927079,79.861243
8.980603,38.757761
9.30769,2.315834
9.30769,2.315834
9.30769,2.315834
9.30769,2.315834
9.648579,123.855566
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.748917,-83.753428
9.81757,-74.81074
9.81757,-74.81074
9.925201,78.119775
9.925201,78.119775
9.925201,78.119775
10.315699,123.885437
10.755328,78.820833
10.823099,106.629664
10.823099,106.629664
11.004107,-74.806981
11.127123,78.656894
11.263464,75.952153
11.341036,77.717164
12.565679,104.990963
12.879721,121.774017
12.879721,121.774017
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
12.971599,77.594563
13.043661,77.552562
13.043661,77.552562
13.043661,77.552562
13.08268,80.270718
13.08268,80.270718
13.08268,80.270718
13.08268,80.270718
13.08268,80.270718
13.08268,80.270718
13.08268,80.270718
13.756331,100.501765
13.756331,100.501765
13.756331,100.501765
13.756331,100.501765
13.756331,100.501765
13.756331,100.501765
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
13.794185,-88.89653
14.058324,108.277199
14.47931,121.019823
14.540433,49.127197
14.554729,121.024445
15.121995,105.802181
15.121995,105.802181
15.121995,105.802181
15.299327,74.123996
15.51492,-87.992268
15.870032,100.992541
15.886755,74.179777
17.385044,78.486671
17.385044,78.486671
17.385044,78.486671
17.75,142.5
17.760702,-92.59361
17.760702,-92.59361
18.066965,-77.516079
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.52043,73.856744
18.735693,-70.162651
19.033049,73.029662
19.075984,72.877656
19.075984,72.877656
19.075984,72.877656
19.075984,72.877656
19.079202,72.891423
19.432608,-99.133208
19.432608,-99.133208
19.432608,-99.133208
20.299546,-103.263441
20.299546,-103.263441
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.593684,78.96288
20.659699,-103.349609
20.96737,-89.592586
21.027764,105.83416
21.285407,39.237551
21.285407,39.237551
21.285407,39.237551
21.285407,39.237551
22.396428,114.109497
22.396428,114.109497
22.396428,114.109497
22.396428,114.109497
22.396428,114.109497
22.396428,114.109497
22.396428,114.109497
22.396428,114.109497
